SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAME,POINT_X,Longitude,Latitude,LEDSIGN,ADA,
9567,,AUSTIN,GRACE,SB,NS,91,,CHICAGO,In Service,Austin & Grace,-87.776705,41.949489,Point,0,1
1164,,LAKE SHORE,W. SHERIDAN (3900 N),NWB,NS,151,<Null>,CHICAGO,In Service,Lake Shore & W. Sheridan (3900 N),-87.645201,41.952939,Point,0,1
2543,,COTTAGE GROVE,41ST STREET (south leg),SB,NS,4,N4,CHICAGO,In Service,Cottage Grove & 41st Street,-87.606819,41.820429,Point,0,1
12032,,KEDZIE,ALBION,NB,FS,11,,CHICAGO,In Service,Kedzie & Albion,-87.709289,42.001252,Point,0,0
2123,,KING DRIVE,77TH STREET,NB,FS,3,,CHICAGO,In Service,King Drive & 77th Street,-87.614837,41.754835,Point,0,1
15402,,RACINE,CABRINI,SB,FS,60,N60,CHICAGO,In Service,Racine & Cabrini,-87.656884,41.871175,Point,0,0
5534,,MILWAUKEE,THOMAS,NWB,FT,56,,CHICAGO,In Service,Milwaukee & Thomas,-87.66396,41.901828,Point,0,1
12252,,AVENUE C,112TH STREET,SB,NS,100,,CHICAGO,In Service,Avenue C & 112th Street,-87.527104,41.691916,Point,0,1
3015,,CALIFORNIA,LE MOYNE,SB,NS,52,,CHICAGO,In Service,California & Le Moyne,-87.697111,41.908521,Point,0,1
6128,,ASHLAND,93RD STREET,SB,NS,9,N9,CHICAGO,In Service,Ashland & 93rd Street,-87.662921,41.724946,Point,0,0
7239,,SOUTH CHICAGO,EAST END (north leg),SEB,NT,30,,CHICAGO,In Service,South Chicago & East End,-87.583558,41.749905,Point,0,0
1443,,LASALLE,DELAWARE,NB,FS,156,,CHICAGO,In Service,LaSalle & Delaware,-87.632642,41.89929,Point,0,1
4178,,CALIFORNIA,3154 SOUTH,NB,MB,94,,CHICAGO,In Service,3154 S California,-87.694885,41.836179,Point,0,1
3592,,NILES CENTER,MADISON,SB,NS,97,,SKOKIE,In Service,Niles Center & Madison,-87.752337,42.031968,Point,0,1
5874,,HALSTED,70TH STREET,NB,NS,8,,CHICAGO,In Service,Halsted & 70th Street,-87.644396,41.766912,Point,0,1
10421,,CICERO,CALDWELL,NB,NS,54A,,CHICAGO,In Service,Cicero & Caldwell,-87.748199,41.988542,Point,0,0
8715,,DAMEN,74TH STREET,NB,NS,48,,CHICAGO,In Service,Damen & 74th Street,-87.673296,41.759214,Point,0,1
4281,,CALIFORNIA,55TH STREET,SB,NS,94,,CHICAGO,In Service,California & 55th Street,-87.693873,41.793784,Point,0,1
14842,,CENTRAL,JACKSON,NB,FS,85,,CHICAGO,In Service,Central & Jackson,-87.764642,41.876703,Point,1,1
17870,,STONY ISLAND,91ST STREET,SB,FS,28,,CHICAGO,In Service,Stony Island & 91st Street,-87.585559,41.729383,Point,0,1
12877,,PULASKI,93RD STREET,SB,NS,53A,,OAK LAWN,In Service,Pulaski & 93rd Street,-87.72159,41.724175,Point,0,0
9545,,NAGLE,BERWYN,SB,MT,86,,CHICAGO,In Service,Nagle & Berwyn,-87.78792,41.977356,Point,0,0
9895,,NORTHWEST HWY,NAPER,NWB,NS,68,,CHICAGO,In Service,Northwest Hwy & Naper,-87.793202,41.9891,Point,0,1
1784,,CLARK,GREENLEAF,SB,NS,22,N22,CHICAGO,In Service,Clark & Greenleaf,-87.674305,42.010272,Point,0,1
5169,,RACINE,56TH STREET,SB,NS,44,,CHICAGO,In Service,Racine & 56th Street,-87.654913,41.792472,Point,0,1
2234,,KING DRIVE,66TH STREET,SB,FT,3,,CHICAGO,In Service,King Drive & 66th Street,-87.615562,41.774633,Point,0,1
15982,,STATE,MARQUETTE RD,SB,MB,29,,CHICAGO,In Service,State & Marquette Rd,-87.625353,41.773458,Point,0,0
3348,,65TH STREET,HARLEM(old-e.of mainline),WB,NS,165,,CHICAGO,In Service,65th Street & Harlem,-87.800624,41.77378,Point,0,0
1778,,DEVON,ALBANY,WB,NS,155,,CHICAGO,In Service,Devon & Albany,-87.7068,41.997463,Point,0,1
11481,,PETERSON,betw WOLCOTT and RAVENSWOOD,WB,MB,84,,CHICAGO,In Service,Peterson & Wolcott,-87.676264,41.990815,Point,0,1
17107,,63RD STREET,MOBILE,WB,FT,63W,,CHICAGO,In Service,63rd Street & Mobile,-87.778907,41.777776,Point,0,1
380,,ROOSEVELT,54TH AVENUE,WB,NT,12,,CHICAGO,In Service,Roosevelt & 54th Avenue,-87.759261,41.865768,Point,0,0
130,,JACKSON,SPRINGFIELD,WB,FS,126,,CHICAGO,In Service,Jackson & Springfield,-87.723325,41.877168,Point,0,0
7313,,132ND STREET,CARONDOLET,WB,NS,30,,CHICAGO,In Service,132nd Street & Carondolet,-87.54941,41.655563,Point,0,0
12071,,LUNT,BELL,WB,NS,96,,CHICAGO,In Service,Lunt & Bell,-87.68592,42.00886,Point,0,0
6411,,26TH STREET,4537 WEST,WB,MB,60,N60,CHICAGO,In Service,4537 W 26th Street,-87.737388,41.844117,Point,0,1
13082,,59TH STREET,SPAULDING,WB,NS,59,,CHICAGO,In Service,59th Street & Spaulding,-87.705645,41.786284,Point,0,1
8097,,47TH STREET,SACRAMENTO,WB,NS,47,,CHICAGO,In Service,47th Street & Sacramento,-87.699006,41.80826,Point,0,1
12176,,103RD STREET,PEORIA,WB,NS,103,,CHICAGO,In Service,103rd Street & Peoria,-87.645172,41.706961,Point,0,1
9512,,87TH STREET,2600 WEST RR CROSSING,WB,MB,87,,CHICAGO,In Service,2600 W 87th Street,-87.68754,41.735551,Point,0,0
2092,,DIVISION,LAMON,WB,NS,70,,CHICAGO,In Service,Division & Lamon,-87.748343,41.902383,Point,0,1
381,,ROOSEVELT,5500 WEST,WB,MB,12,,CHICAGO,In Service,5500 W Roosevelt,-87.762099,41.865715,Point,0,0
4089,,ARMITAGE,FREMONT,WB,NS,73,,CHICAGO,In Service,Armitage & Fremont,-87.650738,41.918206,Point,0,1
11041,,DIVERSEY,ORCHARD,WB,FS,76,,CHICAGO,In Service,Diversey & Orchard,-87.646855,41.932815,Point,0,1
3535,,OAKTON,CENTRAL PARK,WB,NS,97,,SKOKIE,In Service,Oakton & Central Park,-87.718387,42.026385,Point,0,0
8111,,47TH STREET,KARLOV,WB,NS,47,,CHICAGO,In Service,47th Street & Karlov,-87.725917,41.807917,Point,0,1
7991,,42ND PLACE,LAKE PARK,WB,NS,43,,CHICAGO,In Service,42nd Place & Lake Park,-87.59952,41.818069,Point,0,1
9745,,LAWRENCE,OVERHILL,WB,NS,81W,,NORRIDGE,In Service,Lawrence & Overhill,-87.819224,41.967034,Point,0,1
15962,,DIVISION,KILBOURN,WB,FT,70,,CHICAGO,In Service,Division & Kilbourn,-87.738828,41.902539,Point,0,1
952,,NORTH AVENUE,WASHTENAW,WB,NS,72,,CHICAGO,In Service,North Ave & Washtenaw,-87.694361,41.910378,Point,0,1
10446,,OLD ORCHARD RD,LAWLER,WB,NS,54A,,SKOKIE,In Service,Old Orchard Rd & Lawler,-87.752561,42.062601,Point,0,0
9748,,LAWRENCE,VINE,WB,NS,81W,,NORRIDGE,In Service,Lawrence & Vine,-87.828688,41.966852,Point,0,0
9751,,LAWRENCE,CUMBERLAND,WB,NS,81W,,NORRIDGE,In Service,Lawrence & Cumberland,-87.836433,41.9667,Point,0,1
12179,,103RD STREET,RACINE,WB,NS,103,,CHICAGO,In Service,103rd Street & Racine,-87.652373,41.706894,Point,0,1
14234,,OLD ORCHARD RD,SKOKIE BLVD,WB,NS,201,,SKOKIE,In Service,Old Orchard Rd & Skokie Blvd,-87.746344,42.062597,Point,0,0
8112,,47TH STREET,KEELER,WB,NS,47,,CHICAGO,In Service,47th Street & Keeler,-87.728369,41.807877,Point,0,1
790,,GRAND,LEAVITT,WB,NS,65,,CHICAGO,In Service,Grand & Leavitt,-87.681611,41.890776,Point,0,1
9353,,BELMONT,OLCOTT,WB,NS,77,,CHICAGO,In Service,Belmont & Olcott,-87.81397,41.938002,Point,0,1
653,,CHICAGO,KILBOURN (east leg),WB,NS,66,,CHICAGO,In Service,Chicago & Kilbourn,-87.738299,41.89522,Point,0,1
6392,,26TH STREET,WASHTENAW (west leg),WB,NS,60,N60,CHICAGO,In Service,26th Street & Washtenaw,-87.692689,41.844797,Point,0,1
778,,GRAND,ABERDEEN,WB,NS,65,,CHICAGO,In Service,Grand & Aberdeen,-87.6545,41.891191,Point,0,1
15939,,18TH STREET,WOLCOTT,WB,FS,18,,CHICAGO,In Service,18th Street & Wolcott,-87.673769,41.857751,Point,1,1
1749,,PRATT,GREENVIEW (east leg),WB,FS,155,,CHICAGO,In Service,Pratt & Greenview,-87.667868,42.005478,Point,0,1
460,,MADISON,ABERDEEN (east leg),WB,NS,20,N20,CHICAGO,In Service,Madison & Aberdeen,-87.654195,41.881722,Point,0,1
10264,,CICERO,21ST PLACE,SB,NS,54,,CICERO,In Service,Cicero & 21st Place (Pink Line),-87.744378,41.852066,Point,0,1
9996,,KEDZIE,81ST STREET,NB,NS,52A,,CHICAGO,In Service,Kedzie & 81st Street,-87.702224,41.74607,Point,0,0
11710,,NARRAGANSETT,WABANSIA,SB,NS,86,,CHICAGO,In Service,Narragansett & Wabansia,-87.785128,41.911031,Point,0,0
11776,,HARLEM,BYRON,SB,NS,90,,CHICAGO,In Service,Harlem & Byron,-87.807265,41.950803,Point,0,1
11719,,RIDGELAND,SUPERIOR,SB,NS,86,,OAK PARK,In Service,Ridgeland & Superior,-87.784944,41.893177,Point,0,0
11876,,CALIFORNIA,ARTHUR,SB,NS,93,,CHICAGO,In Service,California & Arthur,-87.699752,41.999462,Point,0,0
11732,,RIDGELAND,AUGUSTA,NB,NS,86,,OAK PARK,In Service,Ridgeland & Augusta,-87.784801,41.898098,Point,0,0
3862,,LARAMIEMS,NB,NS,57,,CHICAGO,In Service,Laramie & Adams,-87.754914,41.87838,Point,0,0,
11815,,HARLEM,MONTROSE (north leg),NB,NS,90,,NORRIDGE,In Service,Harlem & Montrose,-87.807102,41.960904,Point,0,1
16058,,CHICAGO AVENUE,MAIN,NB,FS,205,<Null>,EVANSTON,Flag,Chicago Avenue & Main,-87.679222,42.034227,Point,0,1
4440,,ARCHER,PITNEY COURT,NEB,FS,62,N62,CHICAGO,In Service,Archer & Pitney Court,-87.662778,41.839217,Point,0,1
7277,,EWING,109TH STREET,SB,NS,30,,CHICAGO,In Service,Ewing & 109th Street,-87.535391,41.697295,Point,0,0
5432,,BROADWAY,GRANVILLE,NB,NS,36,,CHICAGO,In Service,Broadway & Granville,-87.660296,41.994436,Point,0,1
12602,,ADDISON,LINDER,WB,NS,152,,CHICAGO,In Service,Addison & Linder,-87.764229,41.945934,Point,0,0
2681,,79TH STREET,SPAULDING,WB,NS,79,,CHICAGO,In Service,79th Street & Spaulding,-87.704652,41.749867,Point,0,1
2925,,111TH STREET,BISHOP,WB,NS,111,,CHICAGO,In Service,111th Street & Bishop,-87.658407,41.692237,Point,0,0
10579,,55TH STREET,PAYNE DRIVE,WB,NS,55,N55,CHICAGO,In Service,55th Street & Payne Drive,-87.607251,41.795049,Point,0,1
221,,HARRISON,MAPLEWOOD (west leg),WB,NS,7,,CHICAGO,In Service,Harrison & Maplewood,-87.690493,41.873913,Point,0,1
12373,,111TH STREET,MT.GREENWOOD CEMETY. ent.,WB,NS,112,,CHICAGO,In Service,Mt. Greenwood Cemetery,-87.692883,41.691732,Point,0,1
9746,,LAWRENCE,OPAL,WB,NS,81W,,NORRIDGE,In Service,Lawrence & Opal,-87.822598,41.967027,Point,0,1
10368,,76TH FORD C.DR,CICERO,WB,NS,54B,,CHICAGO,In Service,76th Ford City Dr & Cicero,-87.741205,41.754438,Point,0,1
11098,,DIVERSEY,MEADE,WB,NS,76,,CHICAGO,In Service,Diversey & Meade,-87.778294,41.931172,Point,0,1
12559,,ADDISON,GREENVIEW,WB,NS,152,,CHICAGO,In Service,Addison & Greenview,-87.666338,41.947093,Point,0,0
10103,,69TH STREET,THROOP,WB,NS,67,,CHICAGO,In Service,69th Street & Throop,-87.656535,41.768719,Point,0,1
11404,,MONTROSE,LAMON,WB,NS,78,,CHICAGO,In Service,Montrose & Lamon,-87.749813,41.960749,Point,0,0
13074,,59TH STREET,CAMPBELL,WB,NS,59,,CHICAGO,In Service,59th Street & Campbell,-87.686143,41.786582,Point,0,1
12832,,PULASKI,32ND STREET,SB,NS,53A,,CHICAGO,In Service,Pulaski & 32nd Street,-87.724375,41.835138,Point,0,1
7315,,EXCHANGE,131ST STREET,NB,MT,30,,CHICAGO,In Service,Exchange & 131st Street,-87.55188,41.657321,Point,0,0
7212,,WOODLAWN,200'north of 103RD STREET,NB,MB,106,,CHICAGO,In Service,Woodlawn & 103rd Street,-87.59399,41.708385,Point,0,0
3675,,HALSTED,82ND STREET,NB,NS,8A,,CHICAGO,In Service,Halsted & 82nd Street,-87.643793,41.745135,Point,0,1
8800,,DAMEN,82ND STREET,SB,NS,48,,CHICAGO,In Service,Damen & 82nd Street,-87.673043,41.744803,Point,0,1
10300,,CICERO,HURON,NB,NS,54,,CHICAGO,In Service,Cicero & Huron,-87.74566,41.893076,Point,0,1
9020,,PULASKI,POTOMAC,SB,NS,53,N53,CHICAGO,In Service,Pulaski & Potomac,-87.726453,41.904596,Point,0,1
12364,,111TH STREET,HOYNE,WB,NS,112,,CHICAGO,In Service,111th Street & Hoyne,-87.67376,41.69197,Point,0,0
11194,,CENTRAL PARK,OGDEN,SB,FS,82,,CHICAGO,In Service,Central Park & Ogden (Pink Line),-87.715153,41.854128,Point,0,1
3219,,63RD STREET,ST. LAWRENCE,WB,NS,63,N63,CHICAGO,In Service,63rd Street & St. Lawrence,-87.610713,41.780387,Point,0,1
15136,,MADISON,PULASKI,WB,FS,20,N20,CHICAGO,In Service,Madison & Pulaski,-87.725953,41.880833,Point,1,1
617,,CHICAGO,MAY/MILWAUKEE/BLUE LINE,WB,NS,66,N66,CHICAGO,In Service,Chicago Blue Line Station,-87.655108,41.896353,Point,1,1
1278,,FULLERTON,AUSTIN,WB,NS,74,,CHICAGO,In Service,Fullerton & Austin,-87.775589,41.923938,Point,0,1
14966,,PETERSON,KOSTNER,EB,FS,84,,CHICAGO,In Service,Peterson & Kostner,-87.73776,41.989922,Point,1,1
10547,,GARFIELD,INDIANA,EB,FS,55,N55,CHICAGO,In Service,Garfield & Indiana,-87.620498,41.794343,Point,0,0
14570,,DIVISION,KEDZIE,EB,FS,70,,CHICAGO,In Service,Division & Kedzie,-87.706657,41.902767,Point,1,1
7503,,31ST STREET,KING DRIVE,WB,FS,31,,CHICAGO,In Service,31st Street & King Drive,-87.617725,41.838476,Point,0,0
17903,,60TH STREET,UNIVERSITY,WB,FS,2,,CHICAGO,In Service,60th Street & University,-87.598052,41.786009,Point,0,1
17261,,103RD STREET,SEELEY (east leg),WB,NS,103,,CHICAGO,In Service,103rd Street & Seeley,-87.67199,41.706594,Point,0,0
10826,,71ST STREET,EUCLID (west leg),WB,FT,71,,CHICAGO,In Service,71st Street & Euclid,-87.578583,41.766267,Point,0,1
4249,,CALIFORNIA,19TH STREET,SB,NS,94,,CHICAGO,In Service,California & 19th Street,-87.695637,41.855631,Point,0,1
2316,,STATE,48TH STREET,NB,NS,29,,CHICAGO,In Service,State & 48th Street,-87.62591,41.807268,Point,0,1
8895,,DAMEN,19TH STREET,NB,NS,50,,CHICAGO,In Service,Damen & 19th Street,-87.675873,41.85573,Point,0,1
8925,,DAMEN,POTOMAC,NB,NS,50,,CHICAGO,In Service,Damen & Potomac,-87.677227,41.904918,Point,0,1
5896,,HALSTED,50TH STREET,NB,NS,8,,CHICAGO,In Service,Halsted & 50th Street,-87.645302,41.803303,Point,0,1
5578,,MILWAUKEE,KOSTNER,NWB,NS,56,,CHICAGO,In Service,Milwaukee & Kostner,-87.738287,41.948029,Point,0,1
10404,,CICERO,32ND STREET,NB,NT,54B,,CICERO,In Service,Cicero & 32nd Street,-87.743503,41.834898,Point,0,0
10438,,SKOKIE BLVD,OAKTON,NB,FS,54A,,SKOKIE,In Service,Skokie Blvd & Oakton,-87.746744,42.026336,Point,0,1
1169,,SHERIDAN,DAKIN,NB,FS,151,<Null>,CHICAGO,In Service,Sheridan & Dakin,-87.654457,41.953812,Point,0,1
2436,,LAFAYETTE,70TH STREET,SB,NS,29,,CHICAGO,In Service,Lafayette & 70th Street,-87.626615,41.76736,Point,0,1
5160,,RACINE,48TH STREET,SB,NS,44,,CHICAGO,In Service,Racine & 48th Street,-87.655248,41.807049,Point,0,1
12415,,VINCENNES,104TH STREET,NB,NS,112,,CHICAGO,In Service,Vincennes & 104th Street,-87.65666,41.704862,Point,0,0
6984,,TORRENCE,11000 SOUTH,NB,MB,71,,CHICAGO,In Service,11000 S Torrence,-87.55939,41.695527,Point,0,0
2126,,KING DRIVE,74TH STREET,NB,FS,3,,CHICAGO,In Service,King Drive & 74th Street,-87.615109,41.760397,Point,0,0
5298,,JEFFERY,80TH STREET,NB,FS,15,,CHICAGO,In Service,Jeffery & 80th Street,-87.575834,41.74991,Point,0,1
6132,,BEVERLY,9653 SOUTH,SB,MB,9,,CHICAGO,In Service,9653 S Beverly,-87.662206,41.71897,Point,0,0
17316,,NORTHWEST HWY,NAGLE,NWB,FS,68,,CHICAGO,In Service,Northwest Hwy & Nagle,-87.787969,41.986196,Point,0,1
12514,,ADDISON,LAWNDALE/AVONDALE,EB,NS,152,,CHICAGO,In Service,Addison & Lawndale/Avondale,-87.720147,41.946411,Point,0,0
17236,,55TH STREET,CENTRAL PARK,WB,NS,55,<Null>,CHICAGO,In Service,55th Street & Central Park,-87.712842,41.793415,Point,0,1
10371,,73RD STREET,CICERO,WB,FS,54B,,BEDFORD PARK,In Service,73rd Street & Cicero,-87.742497,41.760232,Point,0,1
15106,,STATE,90TH STREET,NB,NS,29,,CHICAGO,In Service,State & 90th Street,-87.623967,41.731007,Point,0,0
17140,,SEDGWICK,BLACKHAWK,SB,FS,37,,CHICAGO,In Service,Sedgwick & Blackhawk,-87.638603,41.9091,Point,0,1
15794,,115TH STREET,SPAULDING,EB,FT,52A,,MERRIONETTE PARK,In Service,115th Street & Spaulding,-87.702621,41.684169,Point,0,1
3012,,CALIFORNIA,BLOOMINGDALE,SB,NT,52,,CHICAGO,In Service,California & Bloomingdale,-87.697171,41.914108,Point,0,1
14973,,CALIFORNIA,NORTH AVENUE,SB,FS,52,,CHICAGO,In Service,California & North Ave,-87.697141,41.909954,Point,0,1
846,,NORTH AVENUE,FOREST,EB,NS,72,,OAK PARK,In Service,North Ave & Forest,-87.801291,41.908839,Point,0,1
15053,,WESTERN,LAKE,NB,FS,49,N49,CHICAGO,In Service,Western & Lake,-87.686402,41.884835,Point,1,1
16111,,BLACKSTONE,63RD STREET,WB,NS,63,N63,CHICAGO,In Service,Blackstone & 63rd Street,-87.588885,41.780202,Point,0,1
17378,,HALSTED,49TH STREET,NB,FS,8,,CHICAGO,In Service,Halsted & 49th Street,-87.645355,41.80567,Point,0,0
17206,,ROOSEVELT,LARAMIE,WB,FS,12,,CHICAGO,In Service,Roosevelt & Laramie,-87.755047,41.86582,Point,0,1
15875,,HALSTED,63RD STREET,SB,FS,8,,CHICAGO,In Service,Halsted & 63rd Street (Green Line),-87.644869,41.779452,Point,1,1
6881,,CERMAK,ST. LOUIS,WB,NS,21,,CHICAGO,In Service,Cermak & St. Louis,-87.712226,41.851822,Point,0,1
17247,,LAWRENCE,ASHLAND,WB,FS,81,N81,CHICAGO,In Service,Lawrence & Ashland,-87.669713,41.968958,Point,0,1
17696,,31ST STREET,KEDZIE,WB,FS,35,,CHICAGO,In Service,31st Street & Kedzie,-87.705038,41.837294,Point,0,1
17697,,79TH STREET,JEFFERY,EB,FS,79,N79,CHICAGO,In Service,79th Street & Jeffery,-87.575785,41.751533,Point,0,1
17719,,118TH STREET,AVENUE O,EB,FS,30,,CHICAGO,In Service,Avenue O & 118th Street,-87.539628,41.680882,Point,0,1
17733,,KING DRIVE,99TH PLACE,NB,NS,111,<Null>,CHICAGO,In Service,King Drive & 99th Place,-87.613826,41.713922,Point,0,1
17720,,KING DRIVE,99TH PLACE,SB,NS,111,<Null>,CHICAGO,In Service,King Drive & 99th Place,-87.614114,41.714212,Point,0,0
17732,,KING DRIVE,101ST STREET,NB,NS,111,<Null>,CHICAGO,In Service,King Drive & 101st Street,-87.613757,41.710846,Point,0,0
17721,,KING DRIVE,101ST STREET,SB,NS,111,<Null>,CHICAGO,In Service,King Drive & 101st Street,-87.613998,41.711024,Point,0,0
17731,,KING DRIVE,103RD STREET,NB,NS,111,<Null>,CHICAGO,In Service,King Drive & 103rd Street,-87.613621,41.707265,Point,0,1
17722,,KING DRIVE,103RD STREET,SB,NS,111,<Null>,CHICAGO,In Service,King Drive & 103rd Street,-87.613861,41.707443,Point,0,1
17730,,KING DRIVE,105TH STREET,NB,NS,111,<Null>,CHICAGO,In Service,King Drive & 105th Street,-87.613599,41.703597,Point,0,0
17723,,KING DRIVE,105TH STREET,SB,NS,111,<Null>,CHICAGO,In Service,King Drive & 105th Street,-87.61384,41.703776,Point,0,0
17729,,KING DRIVE,107TH STREET,NB,NS,111,<Null>,CHICAGO,In Service,King Drive & 107th Street,-87.613514,41.699881,Point,0,0
17724,,KING DRIVE,107TH STREET,SB,NS,111,<Null>,CHICAGO,In Service,King Drive & 107th Street,-87.613754,41.70006,Point,0,0
17728,,KING DRIVE,109TH STREET,NB,NS,111,<Null>,CHICAGO,In Service,King Drive & 109th Street,-87.61337,41.696317,Point,0,0
17725,,KING DRIVE,109TH STREET,SB,NS,111,<Null>,CHICAGO,In Service,King Drive & 109th Street,-87.61361,41.696495,Point,0,0
17727,,KING DRIVE,111TH STREET,NB,FS,111,<Null>,CHICAGO,In Service,King Drive & 111th Street,-87.613236,41.693012,Point,0,1
17734,,115TH STREET,MARSHFIELD,EB,NS,111,<Null>,CHICAGO,In Service,115th Street & Marshfield,-87.662817,41.684691,Point,0,1
17739,,115TH STREET,MARSHFIELD,WB,FS,111,<Null>,CHICAGO,In Service,115th Street & Marshfield,-87.663051,41.684862,Point,0,1
11044,,DIVERSEY,BROWN LINE STATION,WB,MB,76,,CHICAGO,In Service,Diversey Brown Line Station,-87.652961,41.932714,Point,0,1
10836,,71ST STREET,GREENWOOD,WB,MT,71,,CHICAGO,In Service,71st Street & Greenwood,-87.59846,41.76595,Point,0,1
12356,,VINCENNES,108TH PLACE,SB,NS,112,,CHICAGO,In Service,Vincennes & 108th Place,-87.660167,41.696794,Point,0,0
654,,CHICAGO,KILPATRICK,WB,NS,66,,CHICAGO,In Service,Chicago & Kilpatrick,-87.743414,41.89513,Point,0,1
13023,,DORCHESTER,60TH STREET,SB,FS,59,,CHICAGO,In Service,Dorchester & 60th Street,-87.591548,41.785949,Point,0,0
14934,,MCCORMICK PL,GATE 26,SB,MB,<Null>,,CHICAGO,Flag,McCormick Pl & Gate 26,-87.614301,41.850494,Point,0,0
6497,,WENTWORTH,28TH PLACE,SB,NS,24,,CHICAGO,In Service,Wentworth & 28th Place,-87.63183,41.842808,Point,0,1
9539,,NAGLE,NEWBURG,SB,NS,86,,CHICAGO,In Service,Nagle & Newburg,-87.787699,41.988949,Point,0,1
15828,,AUSTIN,THOMAS,SB,NS,91,,OAK PARK,In Service,Austin & Thomas,-87.775379,41.900288,Point,0,0
6386,,BLUE ISLAND,HOYNE,SWB,NS,60,N60,CHICAGO,In Service,Blue Island & Hoyne,-87.678042,41.847749,Point,0,1
2995,,CALIFORNIA,MELROSE,SB,NS,52,,CHICAGO,In Service,California & Melrose,-87.697913,41.940325,Point,0,1
3013,,CALIFORNIA,WABANSIA (north leg),SB,NS,52,,CHICAGO,In Service,California & Wabansia,-87.697112,41.912447,Point,0,1
7192,,STONY ISLAND,77TH STREET,SB,NS,28,,CHICAGO,In Service,Stony Island & 77th Street,-87.586066,41.755228,Point,0,0
7316,,EXCHANGE,130TH STREET,NB,NS,30,,CHICAGO,In Service,Exchange & 130th Street,-87.551926,41.659017,Point,0,0
8943,,DAMEN,SCHOOL,NB,NS,50,,CHICAGO,In Service,Damen & School,-87.678326,41.941307,Point,0,1
12929,,PULASKI,56TH STREET,NB,NS,53A,,CHICAGO,In Service,Pulaski & 56th Street,-87.722915,41.791291,Point,0,1
12946,,PULASKI,34TH STREET (opp. 3400 S),NB,NS,53A,,CHICAGO,In Service,Pulaski & 34th Street,-87.724093,41.831132,Point,0,1
2717,,CICERO,78TH STREET,NB,NS,79,,CHICAGO,In Service,Cicero & 78th Street,-87.741229,41.750899,Point,0,1
9640,,AUSTIN,GREENFIELD/HIRSCH,NB,FS,91,,CHICAGO,In Service,Austin & Greenfield/Hirsch,-87.775331,41.905682,Point,0,0
5108,,WALLACE,29TH STREET,NB,NS,44,,CHICAGO,In Service,Wallace & 29th Street,-87.641418,41.841638,Point,0,1
6142,,BEVERLY,100TH PLACE,NB,NS,9,,CHICAGO,In Service,Beverly & 100th Place,-87.658103,41.711298,Point,0,1
10430,,CICERO,PRATT,NB,NS,54A,,LINCOLNWOOD,In Service,Cicero & Pratt,-87.748018,42.004394,Point,0,1
13138,,DODGE,SIMPSON,NB,NS,206,,EVANSTON,Flag,Dodge & Simpson,-87.698625,42.055415,Point,0,0
12037,,KEDZIE,ESTES (7061 NORTH),NB,NS,11,,CHICAGO,In Service,7061 N Kedzie,-87.70903,42.010667,Point,0,1
9147,,PULASKI,5400 NORTH,NB,MB,53,,CHICAGO,In Service,5400 N Pulaski,-87.728193,41.979196,Point,0,1
11537,,CENTRAL,SCHOOL,SB,NS,85,,CHICAGO,In Service,Central & School,-87.766627,41.940472,Point,0,1
2753,,79TH STREET,PAULINA,EB,NS,79,N79,CHICAGO,In Service,79th Street & Paulina,-87.665914,41.750273,Point,0,1
10972,,DIVERSEY,NATCHEZ,EB,NT,76,,CHICAGO,In Service,Diversey & Natchez,-87.788227,41.930904,Point,1,1
11444,,PETERSON,ST. LOUIS,EB,NS,84,,CHICAGO,In Service,Peterson & St. Louis,-87.716383,41.990226,Point,0,0
15514,,DIVERSEY,MELVINA,EB,FS,76,,CHICAGO,In Service,Diversey & Melvina,-87.780656,41.931014,Point,1,1
2757,,79TH STREET,THROOP (west leg),EB,NS,79,N79,CHICAGO,In Service,79th Street & Throop,-87.656294,41.75036,Point,0,1
3375,,65TH STREET,LAMON,EB,NT,165,,BEDFORD PARK,In Service,65th Street & Lamon,-87.744527,41.774591,Point,0,1
10525,,GARFIELD,WOLCOTT,EB,FS,55,N55,CHICAGO,In Service,Garfield & Wolcott,-87.671644,41.793494,Point,0,0
156,,HARRISON,LOCKWOOD,EB,NS,7,,CHICAGO,In Service,Harrison & Lockwood,-87.75752,41.872855,Point,0,1
17712,,WEBSTER,BISSEL,WB,NS,37,,CHICAGO,In Service,Webster & Bissell,-87.652108,41.921824,Point,0,0
17717,,CLARENDON,LELAND,SB,NS,148,,CHICAGO,In Service,Clarendon & Leland,-87.650159,41.967472,Point,0,1
14970,,26TH STREET,KEDZIE,EB,FS,60,N60,CHICAGO,In Service,26th Street & Kedzie,-87.704781,41.844459,Point,0,1
4074,,RACINE,MAUD,NB,NS,73,,CHICAGO,In Service,Racine & Maud,-87.658131,41.917505,Point,0,1
12853,,PULASKI,57TH STREET,SB,NS,53A,,CHICAGO,In Service,Pulaski & 57th Street,-87.723124,41.789653,Point,0,1
4979,,LASALLE,ILLINOIS,NB,NS,156,,CHICAGO,In Service,LaSalle & Illinois,-87.632412,41.890694,Point,1,0
14797,,WESTERN,SUNNYSIDE,NB,FS,49,N49,CHICAGO,In Service,Western & Sunnyside,-87.688611,41.963306,Point,0,1
