SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAME,POINT_X,Longitude,Latitude,LEDSIGN,ADA,
2868,,VINCENNES,MONTVALE,NEB,NS,111,,CHICAGO,In Service,Vincennes & Montvale,-87.665615,41.688249,Point,0,1
2940,,115TH STREET,ABERDEEN,EB,NS,115,,CHICAGO,In Service,115th Street & Aberdeen,-87.649509,41.684935,Point,0,1
8147,,47TH STREET,ALBANY,EB,NT,47,,CHICAGO,In Service,47th Street & Albany,-87.701567,41.808101,Point,0,1
9287,,BELMONT,SEMINARY,EB,NS,77,N77,CHICAGO,In Service,Belmont & Seminary,-87.656657,41.9398,Point,0,1
9239,,BELMONT,NEW ENGLAND,EB,NS,77,N77,CHICAGO,In Service,Belmont & New England,-87.79822,41.93806,Point,0,1
4033,,ARMITAGE,4600 WEST,EB,MB,73,,CHICAGO,In Service,4600 W Armitage,-87.741799,41.916927,Point,0,1
4043,,ARMITAGE,LAWNDALE,EB,NS,73,,CHICAGO,In Service,Armitage & Lawndale,-87.719324,41.917194,Point,0,1
9722,,LAWRENCE,OCTAVIA,EB,NS,81W,,HARWOOD HEIGHTS,In Service,Lawrence & Octavia,-87.809603,41.967098,Point,0,1
7801,,PERSHING,FRANCISCO,EB,NS,39,,CHICAGO,In Service,Pershing & Francisco,-87.697209,41.82268,Point,0,1
14526,,75TH STREET,EXCHANGE,EB,FS,71,,CHICAGO,In Service,75th Street & Exchange,-87.559562,41.75929,Point,0,1
31,,JACKSON,ALBANY,EB,FS,126,,CHICAGO,In Service,Jackson & Albany,-87.703323,41.877288,Point,0,1
9263,,BELMONT,KNOX (east leg),EB,NS,77,N77,CHICAGO,In Service,Belmont & Knox,-87.743293,41.938805,Point,1,1
11027,,DIVERSEY,SEMINARY (east leg),EB,NS,76,,CHICAGO,In Service,Diversey & Seminary,-87.656467,41.932571,Point,0,1
9957,,115TH STREET,LAWNDALE,EB,NS,52A,,UNINCORPORATED,In Service,115th Street & Lawndale,-87.712921,41.68402,Point,0,0
9614,,FILLMORE,AUSTIN,EB,FS,91,,CHICAGO,In Service,Fillmore & Austin,-87.774063,41.867225,Point,0,1
8043,,ROOT,PRINCETON (west leg),EB,NS,43,,CHICAGO,In Service,Root & Princeton,-87.633645,41.818996,Point,0,1
12680,,CHURCH,MAPLE (east leg),EB,NT,201,,EVANSTON,Flag,Church & Maple,-87.685058,42.048401,Point,0,1
2881,,111TH STREET,UNION,EB,NS,111,,CHICAGO,In Service,111th Street & Union,-87.640054,41.692325,Point,0,0
15423,,OLD ORCHARD RD,4700 WEST,EB,MB,201,,EVANSTON,In Service,4700 W Old Orchard Rd,-87.74473,42.062315,Point,0,0
185,,HARRISON,WASHTENAW,EB,NS,7,,CHICAGO,In Service,Harrison & Washtenaw,-87.693779,41.873755,Point,0,1
10938,,75TH STREET,LANGLEY,EB,NS,75,,CHICAGO,In Service,75th Street & Langley,-87.607939,41.758479,Point,0,1
12472,,ADDISON,OVERHILL,EB,NS,152,,CHICAGO,In Service,Addison & Overhill,-87.819706,41.945169,Point,0,0
9442,,87TH STREET,ESCANABA (west leg),EB,NS,87,,CHICAGO,In Service,87th Street & Escanaba,-87.554301,41.737288,Point,0,0
11447,,PETERSON,LINCOLN,EB,NS,84,,CHICAGO,In Service,Peterson & Lincoln,-87.707495,41.990281,Point,1,1
1732,,DEVON,HOYNE,EB,NS,155,,CHICAGO,In Service,Devon & Hoyne,-87.682674,41.997747,Point,0,1
9968,,KEDZIE,109TH STREET,NB,NS,52A,,CHICAGO,In Service,Kedzie & 109th Street,-87.700872,41.695129,Point,0,1
11915,,CALIFORNIA,LUNT,NB,NS,93,,CHICAGO,In Service,California & Lunt,-87.699695,42.008364,Point,0,1
13126,,OAKTON,ASBURY,WB,FS,206,,EVANSTON,Flag,Oakton & Asbury,-87.690196,42.026828,Point,0,1
11495,,PETERSON,JERSEY,WB,NS,84,,CHICAGO,In Service,Peterson & Jersey,-87.710783,41.99047,Point,0,1
4551,,55TH STREET,MEADE,WB,NS,55N,,CHICAGO,In Service,55th Street & Meade,-87.774384,41.79255,Point,0,1
3294,,63RD STREET,MAYFIELD,WB,NS,63W,,CHICAGO,In Service,63rd Street & Mayfield,-87.768899,41.777972,Point,0,1
9523,,87TH STREET,HAMLIN,WB,NS,87,,CHICAGO,In Service,87th Street & Hamlin,-87.716453,41.735036,Point,0,0
947,,NORTH AVENUE,LEAVITT,WB,NS,72,,CHICAGO,In Service,North Ave & Leavitt,-87.682228,41.910497,Point,0,1
2630,,79TH STREET,COTTAGE GROVE,WB,NS,79,N79,CHICAGO,In Service,79th Street & Cottage Grove,-87.605052,41.751357,Point,1,1
10830,,71ST STREET,STONY ISLAND,WB,NS,71,,CHICAGO,In Service,71st Street & Stony Island,-87.585703,41.766197,Point,0,1
142,,JACKSON,LAVERGNE,WB,FS,126,,CHICAGO,In Service,Jackson & Lavergne,-87.74934,41.876804,Point,0,0
5736,,IRVING PARK,NEENAH,WB,NT,80,,CHICAGO,In Service,Irving Park & Neenah,-87.790763,41.952915,Point,0,1
4203,,CALIFORNIA,HARRISON,NB,NS,94,,CHICAGO,In Service,California & Harrison,-87.696002,41.873693,Point,0,1
15303,,CALIFORNIA,HARRISON,SB,FS,94,,CHICAGO,In Service,California & Harrison,-87.696181,41.873587,Point,0,1
4197,,CALIFORNIA,ROOSEVELT,NB,NS,94,,CHICAGO,In Service,California & Roosevelt,-87.695781,41.86635,Point,1,1
3323,,65TH STREET,LAVERGNE (east leg),WB,NS,165,,CHICAGO,In Service,65th Street & Lavergne,-87.746835,41.774738,Point,0,0
13085,,59TH STREET,CENTRAL PARK,WB,NS,59,,CHICAGO,In Service,59th Street & Central Park,-87.712719,41.786167,Point,0,0
1536,,51ST STREET,EVANS,WB,NS,15,,CHICAGO,In Service,51st Street & Evans,-87.607851,41.802288,Point,0,1
5683,,IRVING PARK,HERMITAGE (east leg),WB,NS,80,,CHICAGO,In Service,Irving Park & Hermitage,-87.672089,41.954353,Point,0,1
5064,,RACINE,64TH STREET,NB,NS,44,,CHICAGO,In Service,Racine & 64th Street,-87.654353,41.777731,Point,0,0
7583,,LANGLEY,132ND STREET,NB,NS,34,,CHICAGO,In Service,Langley & 132nd Street,-87.605069,41.655718,Point,0,1
6493,,WENTWORTH,23RD STREET,SB,NS,24,,CHICAGO,In Service,Wentworth & 23rd Street,-87.632022,41.851087,Point,0,1
16195,,CERMAK,LOOMIS,WB,FS,21,,CHICAGO,In Service,Cermak & Loomis,-87.661386,41.852494,Point,0,1
6944,,CERMAK,MORGAN,EB,NS,21,,CHICAGO,In Service,Cermak & Morgan,-87.651491,41.852502,Point,0,1
12527,,ADDISON,WESTERN,EB,NS,152,,CHICAGO,In Service,Addison & Western,-87.688474,41.94666,Point,0,1
14515,,CHICAGO,HAMLIN,EB,FS,66,N66,CHICAGO,In Service,Chicago & Hamlin,-87.720916,41.89534,Point,0,1
12400,,111TH STREET,CAMPBELL,EB,NS,112,,CHICAGO,In Service,111th Street & Campbell,-87.683758,41.691708,Point,0,1
413,,MADISON,ST. LOUIS,EB,NS,20,N20,CHICAGO,In Service,Madison & St. Louis,-87.71382,41.880814,Point,0,1
4032,,ARMITAGE,KILPATRICK,EB,NS,73,,CHICAGO,In Service,Armitage & Kilpatrick,-87.743792,41.916901,Point,0,1
5597,,IRVING PARK,CEMETERY ENTRANCE (7900W),EB,MB,80,,CHICAGO,In Service,Acacia Park Cemetery,-87.823716,41.952288,Point,0,0
403,,MADISON,KENTON (west leg),EB,NS,20,N20,CHICAGO,In Service,Madison & Kenton,-87.740705,41.880475,Point,0,1
11953,,92ND STREET,BALTIMORE,EB,NS,95,,CHICAGO,In Service,92nd Street & Baltimore,-87.548627,41.728184,Point,0,1
2723,,79TH STREET,KILPATRICK (east leg),EB,NS,79,,CHICAGO,In Service,79th Street & Kilpatrick,-87.737227,41.749111,Point,0,1
1307,,FULLERTON,KILPATRICK,EB,NS,74,,CHICAGO,In Service,Fullerton & Kilpatrick,-87.743974,41.924143,Point,0,1
99,,VAN BUREN,OGDEN,WB,NS,126,,CHICAGO,In Service,Van Buren & Ogden,-87.671876,41.876329,Point,0,1
9191,,51ST STREET,STATE,WB,NS,15,,CHICAGO,In Service,51st Street & State,-87.625699,41.802016,Point,1,1
6632,,TAYLOR,LOOMIS,WB,NS,157,,CHICAGO,In Service,Taylor & Loomis,-87.661493,41.869397,Point,0,1
747,,ILLINOIS,CLARK,EB,NS,65,,CHICAGO,In Service,Illinois & Clark,-87.631279,41.890758,Point,1,0
4742,,PULASKI,107TH STREET,SB,NS,53A,,OAK LAWN,In Service,Pulaski & 107th Street,-87.72067,41.698652,Point,0,1
9905,,NORTHWEST HWY,OKETO (north leg),NWB,NS,68,,CHICAGO,In Service,Northwest Hwy & Oketo,-87.8116,41.999929,Point,0,0
5833,,HALSTED,52ND STREET,SB,NS,8,,CHICAGO,In Service,Halsted & 52nd Street,-87.645393,41.799837,Point,0,1
5842,,HALSTED,60TH STREET (north leg),SB,NS,8,,CHICAGO,In Service,Halsted & 60th Street,-87.645017,41.785302,Point,0,1
11192,,CENTRAL PARK,18TH STREET,SB,NS,82,,CHICAGO,In Service,Central Park & 18th Street,-87.71522,41.857221,Point,0,1
1703,,WESTERN,ARTHUR,SB,NS,49B,,CHICAGO,In Service,Western & Arthur,-87.689999,41.999618,Point,0,1
3147,,KEDZIE,15TH STREET (north leg),NB,NT,52,,CHICAGO,In Service,Kedzie & 15th Street,-87.705443,41.861232,Point,0,1
11259,,KIMBALL,DICKENS,NB,NS,82,,CHICAGO,In Service,Kimball & Dickens,-87.711854,41.919084,Point,0,1
11759,,NARRAGANSETT,WAVELAND,NB,NS,86,,CHICAGO,In Service,Narragansett & Waveland,-87.786242,41.947403,Point,0,1
8916,,DAMEN,HUBBARD,NB,NS,50,,CHICAGO,In Service,Damen & Hubbard,-87.676785,41.889636,Point,0,1
11607,,CENTRAL,SCHUBERT,NB,NS,85,,CHICAGO,In Service,Central & Schubert,-87.766099,41.929361,Point,0,1
10393,,CICERO,46TH STREET,NB,NS,54B,,CHICAGO,In Service,Cicero & 46th Street,-87.743018,41.809367,Point,0,1
9118,,PULASKI,ALTGELD,NB,NS,53,N53,CHICAGO,In Service,Pulaski & Altgeld,-87.726723,41.92623,Point,0,1
10388,,CICERO,65TH STREET,NB,NS,54B,,CHICAGO,In Service,Cicero & 65th Street,-87.741993,41.774691,Point,0,1
4218,,SACRAMENTO,OHIO,NB,NS,94,,CHICAGO,In Service,Sacramento & Ohio,-87.701902,41.891803,Point,0,0
7704,,HARLEM,61ST STREET,NB,NS,62H,,CHICAGO,In Service,Harlem & 61st Street,-87.800915,41.780856,Point,0,0
6725,,SEDGWICK,EUGENIE,NB,NS,37,,CHICAGO,In Service,Sedgwick & Eugenie,-87.638566,41.912758,Point,0,1
7350,,EWING,110TH STREET,NB,NS,30,,CHICAGO,In Service,Ewing & 110th Street,-87.535164,41.695362,Point,0,0
2115,,KING DRIVE,85TH STREET,NB,FS,3,,CHICAGO,In Service,King Drive & 85th Street,-87.614472,41.740209,Point,0,1
8932,,DAMEN,CORTLAND (south leg),NB,NS,50,,CHICAGO,In Service,Damen & Cortland,-87.677499,41.915876,Point,0,1
3552,,NILES CENTER,8200 NORTH,NB,MB,97,,SKOKIE,In Service,8200 N Niles Center,-87.753316,42.029772,Point,0,0
9144,,PULASKI,5061 NORTH,NB,MB,53,,CHICAGO,In Service,5061 N Pulaski,-87.72802,41.973522,Point,0,1
9146,,PULASKI,5300 NORTH,NB,MB,53,,CHICAGO,In Service,5300 N Pulaski,-87.728195,41.977571,Point,0,1
16068,,CICERO,PERSHING,NB,FT,54B,,CICERO,In Service,Cicero & Pershing,-87.743366,41.822327,Point,0,1
9099,,PULASKI,ERIE,NB,NS,53,N53,CHICAGO,In Service,Pulaski & Erie,-87.725904,41.892735,Point,0,1
11731,,RIDGELAND,IOWA,NB,NS,86,,OAK PARK,In Service,Ridgeland & Iowa,-87.784802,41.896298,Point,0,0
12912,,PULASKI,82ND STREET,NB,NS,53A,,CHICAGO,In Service,Pulaski & 82nd Street,-87.721536,41.743957,Point,0,1
9660,,AUSTIN,CORNELIA,NB,NS,91,,CHICAGO,In Service,Austin & Cornelia,-87.776348,41.943845,Point,0,1
2325,,STATE,40TH STREET (south leg),NB,NT,29,,CHICAGO,In Service,State & 40th Street,-87.62629,41.821713,Point,0,1
11825,,HARLEM,SUMMERDALE (north leg),NB,NS,90,,CHICAGO,In Service,Harlem & Summerdale,-87.806893,41.977795,Point,0,1
2114,,KING DRIVE,86TH STREET,NB,FS,3,,CHICAGO,In Service,King Drive & 86th Street,-87.614406,41.738367,Point,0,1
10328,,CICERO,CORNELIA (north leg),NB,NS,54,,CHICAGO,In Service,Cicero & Cornelia,-87.746884,41.944618,Point,0,1
9668,,AUSTIN,CULLOM,NB,NS,91,,CHICAGO,In Service,Austin & Cullom,-87.776883,41.95843,Point,0,1
9065,,PULASKI,30TH STREET,NB,NS,53,,CHICAGO,In Service,Pulaski & 30th Street,-87.724319,41.838635,Point,0,1
9714,,LAWRENCE,COURTLAND,EB,FS,81W,,NORRIDGE,In Service,Lawrence & Courtland,-87.831471,41.966575,Point,0,1
10167,,69TH STREET,PEORIA,EB,NS,67,,CHICAGO,In Service,69th Street & Peoria,-87.647041,41.768749,Point,0,1
3367,,65TH STREET,CENTRAL,EB,NS,165,,BEDFORD PARK,In Service,65th Street & Central,-87.761681,41.774296,Point,0,1
11150,,KIMBALL,PALMER,SB,NS,82,,CHICAGO,In Service,Kimball & Palmer,-87.712058,41.92109,Point,0,1
11475,,RIDGE,WAYNE,NWB,NS,84,,CHICAGO,In Service,Ridge & Wayne,-87.663124,41.985575,Point,0,1
5159,,RACINE,47TH STREET,SB,FS,44,,CHICAGO,In Service,Racine & 47th Street,-87.65533,41.808541,Point,0,1
5338,,BROADWAY,RIDGE/BRYN MAWR,SB,NS,36,,CHICAGO,In Service,Broadway & Bryn Mawr/Ridge,-87.660186,41.98387,Point,1,1
5367,,BROADWAY,WELLINGTON,SB,NS,36,,CHICAGO,In Service,Broadway & Wellington,-87.644362,41.936579,Point,1,1
8629,,69TH STREET,STATE,EB,NS,169,,CHICAGO,In Service,69th Street & State (Red Line),-87.625271,41.769108,Point,0,1
129,,JACKSON,HAMLIN,WB,FS,126,,CHICAGO,In Service,Jackson & Hamlin,-87.721048,41.87721,Point,0,1
12599,,ADDISON,LARAMIE,WB,NS,152,,CHICAGO,In Service,Addison & Laramie,-87.756753,41.946017,Point,0,1
12581,,ADDISON,ST. LOUIS,WB,NS,152,,CHICAGO,In Service,Addison & St. Louis,-87.715061,41.946594,Point,0,1
5112,,CANAL,26TH STREET,NB,FS,44,,CHICAGO,In Service,Canal & 26th Street,-87.638246,41.845603,Point,0,1
10323,,CICERO,WELLINGTON,NB,NS,54,,CHICAGO,In Service,Cicero & Wellington,-87.746597,41.935107,Point,0,1
14854,,CALIFORNIA,63RD STREET,NB,FS,94,,CHICAGO,In Service,California & 63rd Street,-87.693327,41.779276,Point,1,1
15456,,ASHLAND,81ST STREET,NB,FS,9,N9,CHICAGO,In Service,Ashland & 81st Street,-87.663217,41.746925,Point,1,1
4169,,CALIFORNIA,42ND STREET,NB,NS,94,,CHICAGO,In Service,California & 42nd Street,-87.694345,41.817309,Point,0,1
5075,,RACINE,GARFIELD,NB,FS,44,,CHICAGO,In Service,Racine & Garfield,-87.654794,41.794468,Point,0,1
2491,,COTTAGE GROVE,MARQUETTE RD,NB,NS,4,,CHICAGO,In Service,Cottage Grove & Marquette Rd,-87.605692,41.774873,Point,0,1
10295,,CICERO,MAYPOLE,NB,NS,54,,CHICAGO,In Service,Cicero & Maypole,-87.745341,41.884361,Point,0,1
15170,,HARRISON,CENTRAL PARK,EB,FS,7,,CHICAGO,In Service,Harrison & Central Park,-87.715556,41.873474,Point,1,1
744,,GRAND,FRANKLIN,EB,NS,65,,CHICAGO,In Service,Grand & Franklin,-87.635633,41.891507,Point,1,0
9426,,87TH STREET,DORCHESTER (west leg),EB,NS,87,,CHICAGO,In Service,87th Street & Dorchester,-87.590642,41.736804,Point,0,1
4762,,FOSTER,TRIPP,EB,NS,92,,CHICAGO,In Service,Foster & Tripp,-87.734471,41.975396,Point,0,1
3756,,LAWRENCE,WESTERN,EB,NS,81,N81,CHICAGO,In Service,Lawrence & Western,-87.689142,41.968537,Point,0,1
11338,,MONTROSE,KIMBALL,EB,NS,78,,CHICAGO,In Service,Montrose & Kimball,-87.713245,41.961071,Point,0,1
15260,,59TH STREET,SACRAMENTO,EB,FS,59,,CHICAGO,In Service,59th Street & Sacramento,-87.698172,41.786275,Point,1,1
16103,,ROOSEVELT,LOOMIS,EB,FS,12,,CHICAGO,In Service,Roosevelt & Loomis,-87.661333,41.866811,Point,0,1
12988,,59TH STREET,HALSTED,EB,NS,59,,CHICAGO,In Service,59th Street & Halsted,-87.645105,41.786953,Point,0,1
1292,,FULLERTON,MELVINA,EB,NS,74,,CHICAGO,In Service,Fullerton & Melvina,-87.780616,41.923692,Point,0,1
7733,,PERSHING,KING DRIVE,EB,NS,39,,CHICAGO,In Service,Pershing & King Drive,-87.61735,41.823755,Point,0,1
12459,,119TH STREET,WENTWORTH,EB,NS,119,,CHICAGO,In Service,119th Street & Wentworth,-87.627569,41.677916,Point,0,1
902,,NORTH AVENUE,ASHLAND,EB,NS,72,,CHICAGO,In Service,North Ave & Ashland,-87.667878,41.910557,Point,0,1
3488,,95TH STREET,LEAVITT,EB,NS,95,,CHICAGO,In Service,95th Street & Leavitt,-87.677356,41.720889,Point,0,1
11314,,MONTROSE,MENARD,EB,NS,78,,CHICAGO,In Service,Montrose & Menard,-87.772252,41.960354,Point,0,1
15413,,35TH STREET,WALLACE,EB,FS,35,,CHICAGO,In Service,35th Street & Wallace,-87.640969,41.830751,Point,0,1
12402,,111TH STREET,BELL,EB,NS,112,,CHICAGO,In Service,111th Street & Bell,-87.677689,41.691747,Point,0,1
12073,,LUNT,WESTERN,WB,NS,96,,CHICAGO,In Service,Lunt & Western,-87.689957,42.008656,Point,0,1
14203,,OGDEN,TAYLOR,NEB,NS,12,,CHICAGO,In Service,Ogden & Taylor,-87.680844,41.868932,Point,0,1
14806,,FOSTER,KOSTNER,WB,FT,92,,CHICAGO,In Service,Foster & Kostner,-87.738211,41.975483,Point,1,1
12489,,ADDISON,MELVINA,EB,NS,152,,CHICAGO,In Service,Addison & Melvina,-87.781482,41.94566,Point,0,1
11279,,KIMBALL,MONTROSE,NB,NS,82,,CHICAGO,In Service,Kimball & Montrose,-87.713061,41.961042,Point,0,1
12292,,103RD STREET,MICHIGAN,WB,NS,106,,CHICAGO,In Service,103rd Street & Michigan,-87.620041,41.707286,Point,0,1
9350,,BELMONT,HARLEM,WB,NS,77,N77,CHICAGO,In Service,Belmont & Harlem,-87.80647,41.938068,Point,0,1
4129,,ARMITAGE,KOSTNER,WB,NS,73,,CHICAGO,In Service,Armitage & Kostner,-87.736172,41.917109,Point,0,1
124,,JACKSON,KEDZIE,WB,FS,126,,CHICAGO,In Service,Jackson & Kedzie,-87.706278,41.877395,Point,1,1
2624,,79TH STREET,KENWOOD,WB,NS,79,N79,CHICAGO,In Service,79th Street & Kenwood,-87.591741,41.751483,Point,1,1
1263,,FULLERTON,KILBOURN,WB,NS,74,,CHICAGO,In Service,Fullerton & Kilbourn,-87.738914,41.924419,Point,0,1
15830,,CHICAGO,MENARD (west leg),WB,FS,66,,CHICAGO,In Service,Chicago & Menard,-87.770609,41.89485,Point,0,1
15159,,103RD STREET,WENTWORTH,WB,FS,103,,CHICAGO,In Service,103rd Street & Wentworth,-87.628676,41.707164,Point,1,1
4110,,ARMITAGE,CALIFORNIA,WB,NS,73,,CHICAGO,In Service,Armitage & California,-87.697034,41.917553,Point,0,1
14981,,ROOSEVELT,CALIFORNIA,WB,FS,12,,CHICAGO,In Service,Roosevelt & California,-87.696209,41.866606,Point,1,1
7996,,43RD STREET,DREXEL,WB,FS,43,,CHICAGO,In Service,43rd Street & Drexel,-87.604586,41.816899,Point,0,1
12428,,119TH STREET,LOOMIS,WB,NS,119,,CHICAGO,In Service,119th Street & Loomis,-87.656386,41.67767,Point,1,1
2865,,115TH STREET,WATKINS/WOOD,WB,NS,111,,CHICAGO,In Service,115th Street & Watkins,-87.666083,41.684794,Point,0,0
132,,JACKSON,KARLOV,WB,FS,126,,CHICAGO,In Service,Jackson & Karlov,-87.728196,41.877108,Point,0,0
615,,CHICAGO,SANGAMON (west leg),WB,NS,66,N66,CHICAGO,In Service,Chicago & Sangamon,-87.651708,41.896392,Point,0,1
11410,,MONTROSE,LINDER,WB,NS,78,,CHICAGO,In Service,Montrose & Linder,-87.764651,41.960635,Point,0,1
9529,,87TH STREET,KOSTNER (east leg),WB,NS,87,,CHICAGO,In Service,87th Street & Kostner,-87.730998,41.734798,Point,0,1
9531,,87TH STREET,KENTON (east leg),WB,NS,87,,CHICAGO,In Service,87th Street & Kenton,-87.735898,41.734725,Point,0,1
6393,,26TH STREET,CALIFORNIA BOULEVARD,WB,NS,60,N60,CHICAGO,In Service,26th Street & California Boulevard,-87.694468,41.844764,Point,0,1
12198,,103RD STREET,FAIRFIELD,WB,NS,103,,CHICAGO,In Service,103rd Street & Fairfield,-87.690161,41.706419,Point,0,1
2618,,79TH STREET,CREGIER,WB,NS,79,N79,CHICAGO,In Service,79th Street & Cregier,-87.580767,41.751604,Point,0,1
3534,,OAKTON,ST. LOUIS,WB,NS,97,,SKOKIE,In Service,Oakton & St. Louis,-87.715587,42.026384,Point,0,1
15427,,79TH STREET,KARLOV (east leg),WB,FS,79,,CHICAGO,In Service,79th Street & Karlov,-87.724526,41.749568,Point,0,0
1768,,DEVON,HOYNE,WB,NS,155,,CHICAGO,In Service,Devon & Hoyne,-87.682489,41.997897,Point,0,1
11046,,DIVERSEY,SEMINARY (west leg),WB,FS,76,,CHICAGO,In Service,Diversey & Seminary,-87.656429,41.93265,Point,0,0
2233,,KING DRIVE,65TH STREET,SB,FT,3,,CHICAGO,In Service,King Drive & 65th Street,-87.61562,41.776388,Point,0,1
9908,,NORTHWEST HWY,OLIPHANT,NWB,NS,68,,CHICAGO,In Service,Northwest Hwy & Oliphant,-87.816012,42.002732,Point,0,1
4422,,ARCHER,SACRAMENTO,NEB,NS,62,N62,CHICAGO,In Service,Archer & Sacramento,-87.699443,41.816914,Point,0,1
4636,,WELLS,JACKSON,SB,NS,37,,CHICAGO,In Service,Wells & Jackson,-87.633793,41.878194,Point,0,1
7094,,TORRENCE,106TH STREET,SB,NS,71,,CHICAGO,In Service,Torrence & 106th Street,-87.559707,41.702847,Point,0,1
17663,,83RD STREET,VINCENNES,EB,FS,24,<Null>,CHICAGO,In Service,83rd Street & Vincennes,-87.63567,41.743987,Point,0,1
17664,,83RD STREET,HOLLAND,EB,NS,24,<Null>,CHICAGO,In Service,83rd Street & Holland,-87.632339,41.743478,Point,0,1
17665,,HOLLAND,8400 SOUTH,SB,MB,24,<Null>,CHICAGO,In Service,8400 S Holland,-87.632119,41.741442,Point,0,0
17666,,HOLLAND,8500 SOUTH,SB,MB,24,<Null>,CHICAGO,In Service,8500 S Holland,-87.632075,41.739099,Point,0,0
17667,,HOLLAND,8501 S HOLLAND,NB,NS,24,<Null>,CHICAGO,In Service,8501 S Holland,-87.63183,41.73934,Point,0,0
17669,,83RD STREET,HOLLAND,WB,FS,24,<Null>,CHICAGO,In Service,83rd Street & Holland,-87.632512,41.743603,Point,0,1
8778,,DAMEN,59TH STREET,SB,NS,48,,CHICAGO,In Service,Damen & 59th Street,-87.674202,41.786725,Point,0,1
10495,,55TH STREET,KILPATRICK,EB,FS,55,,CHICAGO,In Service,55th Street & Kilpatrick,-87.739912,41.792944,Point,1,0
10931,,75TH STREET,LAFAYETTE,EB,NS,75,,CHICAGO,In Service,75th Street & Lafayette,-87.626593,41.758046,Point,0,1
1636,,51ST STREET,COTTAGE GROVE,EB,NS,15,,CHICAGO,In Service,51st Street & Cottage Grove,-87.606579,41.802191,Point,1,1
9408,,87TH STREET,RED LINE STATION,EB,MB,87,N87,CHICAGO,In Service,87th Red Line Station,-87.624829,41.736161,Point,0,1
8062,,43RD STREET,DREXEL,EB,FS,43,,CHICAGO,In Service,43rd Street & Drexel,-87.603859,41.816776,Point,0,1
9638,,AUSTIN,DIVISION,NB,NS,91,,CHICAGO,In Service,Austin & Division,-87.77527,41.901899,Point,0,1
11748,,NARRAGANSETT,WRIGHTWOOD,NB,NS,86,,CHICAGO,In Service,Narragansett & Wrightwood,-87.785489,41.9273,Point,1,1
11476,,RIDGE,GLENWOOD,NWB,NS,84,,CHICAGO,In Service,Ridge & Glenwood,-87.664927,41.986659,Point,0,1
15445,,KEDZIE,TOUHY,SB,NS,11,,SKOKIE,In Service,Kedzie & Touhy,-87.709142,42.011972,Point,0,1
14030,,AVENUE O,134TH STREET,SB,NS,30,,CHICAGO,In Service,Avenue O & 134th Street,-87.539973,41.651894,Point,0,1
14528,,LASALLE,KINZIE,NB,FS,156,,CHICAGO,In Service,LaSalle & Kinzie,-87.632369,41.889376,Point,1,0
17183,,ASHLAND,POLK,SB,FS,9,N9,CHICAGO,In Service,Ashland & Polk,-87.666675,41.871475,Point,0,1
10226,,CICERO,GRAND,SB,NS,54,,CHICAGO,In Service,Cicero & Grand,-87.746133,41.914172,Point,0,1
1689,,WESTERN,JARVIS(south leg),NB,NS,49B,,CHICAGO,In Service,Western & Jarvis,-87.690135,42.01559,Point,0,1
84,,VAN BUREN,CANAL,WB,NS,37,,CHICAGO,In Service,Van Buren & Canal,-87.63938,41.876827,Point,0,1
5738,,IRVING PARK,OAK PARK,WB,NS,80,X80,CHICAGO,In Service,Irving Park & Oak Park,-87.796099,41.95281,Point,0,1
1282,,FULLERTON,NARRAGANSETT,WB,NS,74,,CHICAGO,In Service,Fullerton & Narragansett,-87.785285,41.923789,Point,1,1
15676,,DIVISION,WELLS,WB,FS,70,,CHICAGO,In Service,Division & Wells,-87.63492,41.903917,Point,0,1
479,,MADISON,SACRAMENTO,WB,NS,20,N20,CHICAGO,In Service,Madison & Sacramento,-87.701062,41.881088,Point,0,1
864,,NORTH AVENUE,LONG (west leg),EB,NS,72,,CHICAGO,In Service,North Ave & Long,-87.761029,41.909379,Point,0,1
14813,,MONTROSE,CALIFORNIA,EB,FS,78,,CHICAGO,In Service,Montrose & California,-87.698011,41.961195,Point,1,1
3729,,LAWRENCE,LECLAIRE-KENNEDY OFF RAMP,EB,NS,81,N81,CHICAGO,In Service,Lawrence & Leclaire,-87.755146,41.967838,Point,0,1
12392,,111TH STREET,KEDZIE,EB,NS,112,,CHICAGO,In Service,111th Street & Kedzie,-87.700966,41.6915,Point,0,1
2939,,115TH STREET,RACINE,EB,NS,115,,CHICAGO,In Service,115th Street & Racine,-87.651964,41.684891,Point,0,1
15206,,CHICAGO,PAULINA,EB,FS,66,N66,CHICAGO,In Service,Chicago & Paulina,-87.669407,41.895952,Point,0,1
14812,,FULLERTON,CENTRAL,EB,FS,74,,CHICAGO,In Service,Fullerton & Central,-87.765742,41.923874,Point,1,1
1296,,FULLERTON,MENARD,EB,NS,74,,CHICAGO,In Service,Fullerton & Menard,-87.770957,41.923822,Point,1,1
14810,,GRAND,NARRAGANSETT,EB,FS,65,,CHICAGO,In Service,Grand & Narragansett,-87.785041,41.922446,Point,1,1
11318,,MONTROSE,LONG,EB,NS,78,,CHICAGO,In Service,Montrose & Long,-87.762416,41.96048,Point,0,1
10549,,GARFIELD,KING DRIVE,EB,NS,55,N55,CHICAGO,In Service,Garfield & King Drive,-87.616152,41.794412,Point,1,0
